source_phoneme,target_phoneme,f1_freq,f2_freq,f3_freq,f4_freq,f5_freq,f1_amp,f2_amp,f3_amp,f4_amp,f5_amp,chest,glottal,nasal,frication,f1_bw,f2_bw,f3_bw,f4_bw,f5_bw,bez_p1x,bez_p1y,bez_p2x,bez_p2y
l,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,NONE,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
j,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
j,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
j,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,NONE,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
w,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
w,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
w,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,NONE,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
b,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
b,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
b,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
d,NONE,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
d,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
d,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.05,0.0,0.15,1.0
